test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|0.00010120030492544174|inner-sanity-db2-db-outer
test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|0.00010120030492544174|inner-sanity-db2-db-outer|$value from test_stash.py$
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00010330043733119965|inner-db2-outer
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00010330043733119965|inner-db2-outer|$value from test_stash.py$
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.0005001001991331577|sanity-outer
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.0005001001991331577|sanity-outer|$value from test_stash.py$
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.00044659990817308426|inner-sanity
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.00044659990817308426|inner-sanity|$value from test_stash.py$
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0004686000756919384|inner-xfail-setup
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0004686000756919384|inner-xfail-setup|$value from test_stash.py$
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|8.320016786456108e-05|
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|8.320016786456108e-05||$value from test_stash.py$
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|7.240008562803268e-05|
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|7.240008562803268e-05||$value from test_stash.py$
