test_foo|tests/tests_07_store_hook_results/test_record_property.py::test_foo|-PASSED-|0.00012589999823831022||$value from test_stash.py$
test_bar|tests/tests_07_store_hook_results/test_record_property.py::test_bar|-PASSED-|8.35999999253545e-05||$value from test_stash.py$
test_fn_stash|tests/tests_07_store_hook_results/test_stash.py::test_fn_stash|-PASSED-|0.0004934999997203704||$value from test_stash.py$
