test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|0.00011010002344846725|inner-sanity-db2-db-outer
test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|0.00011010002344846725|inner-sanity-db2-db-outer|$value from test_stash.py$
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00017219968140125275|inner-db2-outer
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00017219968140125275|inner-db2-outer|$value from test_stash.py$
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.0004288000054657459|sanity-outer
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.0004288000054657459|sanity-outer|$value from test_stash.py$
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.0004433998838067055|inner-sanity
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.0004433998838067055|inner-sanity|$value from test_stash.py$
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0007794997654855251|inner-xfail-setup
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0007794997654855251|inner-xfail-setup|$value from test_stash.py$
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|0.00011370005086064339|
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|0.00011370005086064339||$value from test_stash.py$
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|0.00015249988064169884|
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|0.00015249988064169884||$value from test_stash.py$
