test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|9.599979966878891e-05|inner-sanity-db2-db-outer
test_class_multiplication|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_multiplication|-PASSED-|9.599979966878891e-05|inner-sanity-db2-db-outer|$value from test_stash.py$
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00011959997937083244|inner-db2-outer
test_class_division|tests/tests_00_all_hooks/test_class.py::TestApp::test_class_division|-PASSED-|0.00011959997937083244|inner-db2-outer|$value from test_stash.py$
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.00043579982593655586|sanity-outer
test_fn_example1_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example1_pass|-PASSED-|0.00043579982593655586|sanity-outer|$value from test_stash.py$
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.00037579983472824097|inner-sanity
test_fn_example2_pass|tests/tests_00_all_hooks/test_functions.py::test_fn_example2_pass|-PASSED-|0.00037579983472824097|inner-sanity|$value from test_stash.py$
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0003506997600197792|inner-xfail-setup
test_fn_example3_xfail|tests/tests_00_all_hooks/test_functions.py::test_fn_example3_xfail|^!!!FAILED!!!^|0.0003506997600197792|inner-xfail-setup|$value from test_stash.py$
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|0.00013249972835183144|
test_foo|tests/tests_00_all_hooks/test_record_property.py::test_foo|-PASSED-|0.00013249972835183144||$value from test_stash.py$
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|9.110011160373688e-05|
test_bar|tests/tests_00_all_hooks/test_record_property.py::test_bar|-PASSED-|9.110011160373688e-05||$value from test_stash.py$
